MUNICIPALITY,FARM TYPE,YEAR,MONTH,CROP,Area planted(ha),Area harvested(ha),Production(mt),Productivity(mt/ha)
BOKOD,IRRIGATED,2022,MAR,GARDEN PEAS,3.5,3,12,4
BOKOD,IRRIGATED,2022,APR,GARDEN PEAS,5,3,12,4
BOKOD,IRRIGATED,2022,MAY,GARDEN PEAS,3.5,3.5,14,4
BOKOD,IRRIGATED,2022,JUN,GARDEN PEAS,4.5,5,20,4
BOKOD,IRRIGATED,2022,JUL,GARDEN PEAS,4.5,3.5,14,4
BOKOD,IRRIGATED,2022,AUG,GARDEN PEAS,4,4.5,18,4
BOKOD,IRRIGATED,2022,SEP,GARDEN PEAS,4.5,4.5,18,4
BOKOD,IRRIGATED,2022,OCT,GARDEN PEAS,4.5,4,16,4
BOKOD,IRRIGATED,2022,NOV,GARDEN PEAS,5,4.5,18,4
BOKOD,IRRIGATED,2022,DEC,GARDEN PEAS,5,4.5,18,4
BOKOD,IRRIGATED,2022,JAN,SWEET PEPPER,7,5,55,11
BOKOD,IRRIGATED,2022,FEB,SWEET PEPPER,7,5,55,11
BOKOD,IRRIGATED,2022,MAR,SWEET PEPPER,7,7,56,8
BOKOD,IRRIGATED,2022,APR,SWEET PEPPER,7,7,56,8
BOKOD,IRRIGATED,2022,MAY,SWEET PEPPER,7,7,56,8
BOKOD,IRRIGATED,2022,JUN,SWEET PEPPER,7,7,56,8
BOKOD,IRRIGATED,2022,JUL,SWEET PEPPER,7,7,56,8
BOKOD,IRRIGATED,2022,AUG,SWEET PEPPER,7,7,56,8
BOKOD,IRRIGATED,2022,SEP,SWEET PEPPER,7,7,56,8
BOKOD,IRRIGATED,2022,OCT,SWEET PEPPER,5,7,56,8
BOKOD,IRRIGATED,2022,NOV,SWEET PEPPER,5,7,56,8
BOKOD,IRRIGATED,2022,DEC,SWEET PEPPER,5,5,40,8
BOKOD,IRRIGATED,2022,JAN,WHITE POTATO,10,5,55,11
BOKOD,IRRIGATED,2022,FEB,WHITE POTATO,10,5,55,11
BOKOD,IRRIGATED,2022,MAR,WHITE POTATO,14,10,120,12
BOKOD,IRRIGATED,2022,APR,WHITE POTATO,10,10,120,12
BOKOD,IRRIGATED,2022,MAY,WHITE POTATO,14,14,168,12
BOKOD,IRRIGATED,2022,JUN,WHITE POTATO,14,10,120,12
BOKOD,IRRIGATED,2022,JUL,WHITE POTATO,10,14,168,12
BOKOD,IRRIGATED,2022,AUG,WHITE POTATO,12,14,168,12
BOKOD,IRRIGATED,2022,SEP,WHITE POTATO,4,10,120,12
BOKOD,IRRIGATED,2022,OCT,WHITE POTATO,4,12,144,12
BOKOD,IRRIGATED,2022,NOV,WHITE POTATO,5,4,48,12
BOKOD,IRRIGATED,2022,DEC,WHITE POTATO,5,4,48,12
BOKOD,IRRIGATED,2022,JAN,CARROTS,5,5,55,11
BOKOD,IRRIGATED,2022,FEB,CARROTS,5,5,55,11
BOKOD,IRRIGATED,2022,MAR,CARROTS,10,5,55,11
BOKOD,IRRIGATED,2022,APR,CARROTS,10,5,55,11
BOKOD,IRRIGATED,2022,MAY,CARROTS,20,10,120,12
BOKOD,IRRIGATED,2022,JUN,CARROTS,20,10,120,12
BOKOD,IRRIGATED,2022,JUL,CARROTS,6,20,240,12
BOKOD,IRRIGATED,2022,AUG,CARROTS,6,20,240,12
BOKOD,IRRIGATED,2022,SEP,CARROTS,8,6,72,12
BOKOD,IRRIGATED,2022,OCT,CARROTS,5,6,72,12
BOKOD,IRRIGATED,2022,NOV,CARROTS,5,8,96,12
BOKOD,IRRIGATED,2022,DEC,CARROTS,5,5,55,11
BOKOD,RAINFED,2022,JAN,CABBAGE,5,5,55,11
BOKOD,RAINFED,2022,FEB,CABBAGE,5,5,55,11
BOKOD,RAINFED,2022,MAR,CABBAGE,5,5,55,11
BOKOD,RAINFED,2022,APR,CABBAGE,5,5,55,11
BOKOD,RAINFED,2022,MAY,CABBAGE,10,5,55,11
BOKOD,RAINFED,2022,JUN,CABBAGE,10,5,55,11
BOKOD,RAINFED,2022,JUL,CABBAGE,15,10,200,20
BOKOD,RAINFED,2022,AUG,CABBAGE,15,10,200,20
BOKOD,RAINFED,2022,SEP,CABBAGE,10,15,300,20
BOKOD,RAINFED,2022,OCT,CABBAGE,9.73,15,300,20
BOKOD,RAINFED,2022,NOV,CABBAGE,5,10,200,20
BOKOD,RAINFED,2022,DEC,CABBAGE,5,9.73,194.6,20
BOKOD,RAINFED,2022,JAN,CHINESE CABBAGE,5,5,55,11
BOKOD,RAINFED,2022,FEB,CHINESE CABBAGE,5,5,55,11
BOKOD,RAINFED,2022,MAR,CHINESE CABBAGE,5,5,55,11
BOKOD,RAINFED,2022,APR,CHINESE CABBAGE,5,5,55,11
BOKOD,RAINFED,2022,MAY,CHINESE CABBAGE,5,5,55,11
BOKOD,RAINFED,2022,JUN,CHINESE CABBAGE,9,5,55,11
BOKOD,RAINFED,2022,JUL,CHINESE CABBAGE,9,5,55,11
BOKOD,RAINFED,2022,AUG,CHINESE CABBAGE,8,9,135,15
BOKOD,RAINFED,2022,SEP,CHINESE CABBAGE,8,9,135,15
BOKOD,RAINFED,2022,OCT,CHINESE CABBAGE,6,8,120,15
BOKOD,RAINFED,2022,NOV,CHINESE CABBAGE,5,8,120,15
BOKOD,RAINFED,2022,DEC,CHINESE CABBAGE,5,6,90,15
BOKOD,RAINFED,2022,JAN,LETTUCE,5,5,55,11
BOKOD,RAINFED,2022,FEB,LETTUCE,5,5,55,11
BOKOD,RAINFED,2022,MAR,LETTUCE,5,5,55,11
BOKOD,RAINFED,2022,APR,LETTUCE,5,5,55,11
BOKOD,RAINFED,2022,MAY,LETTUCE,2,5,55,11
BOKOD,RAINFED,2022,JUN,LETTUCE,2,5,55,11
BOKOD,RAINFED,2022,JUL,LETTUCE,2,2,20,10
BOKOD,RAINFED,2022,AUG,LETTUCE,4,2,20,10
BOKOD,RAINFED,2022,SEP,LETTUCE,2,2,20,10
BOKOD,RAINFED,2022,OCT,LETTUCE,2,4,40,10
BOKOD,RAINFED,2022,NOV,LETTUCE,5,2,20,10
BOKOD,RAINFED,2022,DEC,LETTUCE,5,2,20,10
BOKOD,RAINFED,2022,JAN,CAULIFLOWER,5,5,55,11
BOKOD,RAINFED,2022,FEB,CAULIFLOWER,5,5,55,11
BOKOD,RAINFED,2022,MAR,CAULIFLOWER,5,5,55,11
BOKOD,RAINFED,2022,APR,CAULIFLOWER,5,5,55,11
BOKOD,RAINFED,2022,MAY,CAULIFLOWER,8.45,5,55,11
BOKOD,RAINFED,2022,JUN,CAULIFLOWER,7,5,55,11
BOKOD,RAINFED,2022,JUL,CAULIFLOWER,7,8.45,101.4,12
BOKOD,RAINFED,2022,AUG,CAULIFLOWER,6,7,84,12
BOKOD,RAINFED,2022,SEP,CAULIFLOWER,6,7,84,12
BOKOD,RAINFED,2022,OCT,CAULIFLOWER,5,6,72,12
BOKOD,RAINFED,2022,NOV,CAULIFLOWER,5,6,72,12
BOKOD,RAINFED,2022,DEC,CAULIFLOWER,5,5,55,11
BOKOD,RAINFED,2022,JAN,BROCCOLI,5,5,55,11
BOKOD,RAINFED,2022,FEB,BROCCOLI,5,5,55,11
BOKOD,RAINFED,2022,MAR,BROCCOLI,5,5,55,11
BOKOD,RAINFED,2022,APR,BROCCOLI,5,5,55,11
BOKOD,RAINFED,2022,MAY,BROCCOLI,4,5,55,11
BOKOD,RAINFED,2022,JUN,BROCCOLI,4,5,55,11
BOKOD,RAINFED,2022,JUL,BROCCOLI,4,4,32,8
BOKOD,RAINFED,2022,AUG,BROCCOLI,4,4,32,8
BOKOD,RAINFED,2022,SEP,BROCCOLI,2,4,32,8
BOKOD,RAINFED,2022,OCT,BROCCOLI,2,4,32,8
BOKOD,RAINFED,2022,NOV,BROCCOLI,5,2,16,8
BOKOD,RAINFED,2022,DEC,BROCCOLI,5,2,16,8
BOKOD,RAINFED,2022,JAN,SNAP BEANS,5,5,55,11
BOKOD,RAINFED,2022,FEB,SNAP BEANS,5,5,55,11
BOKOD,RAINFED,2022,MAR,SNAP BEANS,5,5,55,11
BOKOD,RAINFED,2022,APR,SNAP BEANS,5,5,55,11
BOKOD,RAINFED,2022,MAY,SNAP BEANS,4,5,55,11
BOKOD,RAINFED,2022,JUN,SNAP BEANS,5,5,55,11
BOKOD,RAINFED,2022,JUL,SNAP BEANS,5,4,32,8
BOKOD,RAINFED,2022,AUG,SNAP BEANS,6,5,40,8
BOKOD,RAINFED,2022,SEP,SNAP BEANS,6,5,40,8
BOKOD,RAINFED,2022,OCT,SNAP BEANS,6,6,48,8
BOKOD,RAINFED,2022,NOV,SNAP BEANS,3,6,48,8
BOKOD,RAINFED,2022,DEC,SNAP BEANS,5,6,48,8
BOKOD,RAINFED,2022,JAN,GARDEN PEAS,5,5,55,11
BOKOD,RAINFED,2022,FEB,GARDEN PEAS,5,5,55,11
BOKOD,RAINFED,2022,MAR,GARDEN PEAS,5,5,55,11
BOKOD,RAINFED,2022,APR,GARDEN PEAS,5,5,55,11
BOKOD,RAINFED,2022,MAY,GARDEN PEAS,8,5,55,11
BOKOD,RAINFED,2022,JUN,GARDEN PEAS,4,5,55,11
BOKOD,RAINFED,2022,JUL,GARDEN PEAS,4,8,32,4
BOKOD,RAINFED,2022,AUG,GARDEN PEAS,5,4,16,4
BOKOD,RAINFED,2022,SEP,GARDEN PEAS,5,4,16,4
BOKOD,RAINFED,2022,OCT,GARDEN PEAS,4,5,20,4
BOKOD,RAINFED,2022,NOV,GARDEN PEAS,5,5,20,4
BOKOD,RAINFED,2022,DEC,GARDEN PEAS,5,4,16,4
BOKOD,RAINFED,2022,JAN,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2022,FEB,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2022,MAR,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2022,APR,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2022,MAY,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2022,JUN,SWEET PEPPER,6,5,55,11
BOKOD,RAINFED,2022,JUL,SWEET PEPPER,6,5,55,11
BOKOD,RAINFED,2022,AUG,SWEET PEPPER,6,5,40,8
BOKOD,RAINFED,2022,SEP,SWEET PEPPER,6,6,48,8
BOKOD,RAINFED,2022,OCT,SWEET PEPPER,5,6,48,8
BOKOD,RAINFED,2022,NOV,SWEET PEPPER,5,6,48,8
BOKOD,RAINFED,2022,DEC,SWEET PEPPER,5,6,48,8
BOKOD,RAINFED,2022,JAN,WHITE POTATO,5,5,55,11
BOKOD,RAINFED,2022,FEB,WHITE POTATO,5,5,55,11
BOKOD,RAINFED,2022,MAR,WHITE POTATO,5,5,55,11
BOKOD,RAINFED,2022,APR,WHITE POTATO,5,5,55,11
BOKOD,RAINFED,2022,MAY,WHITE POTATO,8,5,55,11
BOKOD,RAINFED,2022,JUN,WHITE POTATO,9,5,55,11
BOKOD,RAINFED,2022,JUL,WHITE POTATO,8,8,160,20
BOKOD,RAINFED,2022,AUG,WHITE POTATO,8,9,180,20
BOKOD,RAINFED,2022,SEP,WHITE POTATO,8,8,160,20
BOKOD,RAINFED,2022,OCT,WHITE POTATO,7,8,160,20
BOKOD,RAINFED,2022,NOV,WHITE POTATO,5,8,160,20
BOKOD,RAINFED,2022,DEC,WHITE POTATO,5,7,140,20
BOKOD,RAINFED,2022,JAN,CARROTS,5,5,55,11
BOKOD,RAINFED,2022,FEB,CARROTS,5,5,55,11
BOKOD,RAINFED,2022,MAR,CARROTS,5,5,55,11
BOKOD,RAINFED,2022,APR,CARROTS,5,5,55,11
BOKOD,RAINFED,2022,MAY,CARROTS,9.5,5,55,11
BOKOD,RAINFED,2022,JUN,CARROTS,9.5,5,55,11
BOKOD,RAINFED,2022,JUL,CARROTS,8.5,9.5,152,16
BOKOD,RAINFED,2022,AUG,CARROTS,5.5,9.5,152,16
BOKOD,RAINFED,2022,SEP,CARROTS,6,8.5,136,16
BOKOD,RAINFED,2022,OCT,CARROTS,6,5.5,88,16
BOKOD,RAINFED,2022,NOV,CARROTS,5,6,96,16
BOKOD,RAINFED,2022,DEC,CARROTS,5,6,96,16
BUGUIAS,IRRIGATED,2022,JAN,CABBAGE,175,195,4290,22
BUGUIAS,IRRIGATED,2022,FEB,CABBAGE,175,197,4334,22
BUGUIAS,IRRIGATED,2022,MAR,CABBAGE,175,200,4400,22
BUGUIAS,IRRIGATED,2022,APR,CABBAGE,150,175,3850,22
BUGUIAS,IRRIGATED,2022,MAY,CABBAGE,100,175,3850,22
BUGUIAS,IRRIGATED,2022,JUN,CABBAGE,100,175,3762.5,21.5
BUGUIAS,IRRIGATED,2022,JUL,CABBAGE,100,150,3225,21.5
BUGUIAS,IRRIGATED,2022,AUG,CABBAGE,120,99,2128.5,21.5
BUGUIAS,IRRIGATED,2022,SEP,CABBAGE,0.4,99.5,2139.25,21.5
BUGUIAS,IRRIGATED,2022,OCT,CABBAGE,175,99.5,2189,22
BUGUIAS,IRRIGATED,2022,NOV,CABBAGE,175,115,2300,20
BUGUIAS,IRRIGATED,2022,DEC,CABBAGE,175,142,2698,19
BUGUIAS,IRRIGATED,2022,JAN,CHINESE CABBAGE,100,100,2000,20
BUGUIAS,IRRIGATED,2022,FEB,CHINESE CABBAGE,100,100,2000,20
BUGUIAS,IRRIGATED,2022,MAR,CHINESE CABBAGE,100,100,2000,20
BUGUIAS,IRRIGATED,2022,APR,CHINESE CABBAGE,90,100,2000,20
BUGUIAS,IRRIGATED,2022,MAY,CHINESE CABBAGE,66,100,2000,20
BUGUIAS,IRRIGATED,2022,JUN,CHINESE CABBAGE,66,90,1755,19.5
BUGUIAS,IRRIGATED,2022,JUL,CHINESE CABBAGE,66,66,1287,19.5
BUGUIAS,IRRIGATED,2022,AUG,CHINESE CABBAGE,70,65,1267.5,19.5
BUGUIAS,IRRIGATED,2022,SEP,CHINESE CABBAGE,100,65,1267.5,19.5
BUGUIAS,IRRIGATED,2022,OCT,CHINESE CABBAGE,100,69.5,1390,20
BUGUIAS,IRRIGATED,2022,NOV,CHINESE CABBAGE,100,95,1710,18
BUGUIAS,IRRIGATED,2022,DEC,CHINESE CABBAGE,100,95,1710,18
BUGUIAS,IRRIGATED,2022,JAN,LETTUCE,32,30,300,10
BUGUIAS,IRRIGATED,2022,FEB,LETTUCE,32,30,300,10
BUGUIAS,IRRIGATED,2022,MAR,LETTUCE,32,32,320,10
BUGUIAS,IRRIGATED,2022,APR,LETTUCE,31,32,320,10
BUGUIAS,IRRIGATED,2022,MAY,LETTUCE,12,32,320,10
BUGUIAS,IRRIGATED,2022,JUN,LETTUCE,12,31,294.5,9.5
BUGUIAS,IRRIGATED,2022,JUL,LETTUCE,12,12,114,9.5
BUGUIAS,IRRIGATED,2022,AUG,LETTUCE,12,12,114,9.5
BUGUIAS,IRRIGATED,2022,SEP,LETTUCE,32,12,114,9.5
BUGUIAS,IRRIGATED,2022,OCT,LETTUCE,32,11.5,115,10
BUGUIAS,IRRIGATED,2022,NOV,LETTUCE,32,28,224,8
BUGUIAS,IRRIGATED,2022,DEC,LETTUCE,32,27,216,8
BUGUIAS,IRRIGATED,2022,JAN,CAULIFLOWER,2.22,3,36,12
BUGUIAS,IRRIGATED,2022,FEB,CAULIFLOWER,2,3.5,42,12
BUGUIAS,IRRIGATED,2022,MAR,CAULIFLOWER,2,4,48,12
BUGUIAS,IRRIGATED,2022,APR,CAULIFLOWER,1,2.22,26.64,12
BUGUIAS,IRRIGATED,2022,MAY,CAULIFLOWER,1,2,24,12
BUGUIAS,IRRIGATED,2022,JUN,CAULIFLOWER,1,2,23,11.5
BUGUIAS,IRRIGATED,2022,JUL,CAULIFLOWER,1,1,11.5,11.5
BUGUIAS,IRRIGATED,2022,AUG,CAULIFLOWER,2,0.5,5.75,11.5
BUGUIAS,IRRIGATED,2022,SEP,CAULIFLOWER,3,1,11.5,11.5
BUGUIAS,IRRIGATED,2022,OCT,CAULIFLOWER,3,1,12,12
BUGUIAS,IRRIGATED,2022,NOV,CAULIFLOWER,3,1,10,10
BUGUIAS,IRRIGATED,2022,DEC,CAULIFLOWER,3,2,20,10
BUGUIAS,IRRIGATED,2022,JAN,BROCCOLI,7,6,72,12
BUGUIAS,IRRIGATED,2022,FEB,BROCCOLI,7,6.5,78,12
BUGUIAS,IRRIGATED,2022,MAR,BROCCOLI,7,7,84,12
BUGUIAS,IRRIGATED,2022,APR,BROCCOLI,7,7,84,12
BUGUIAS,IRRIGATED,2022,MAY,BROCCOLI,6.5,7,84,12
BUGUIAS,IRRIGATED,2022,JUN,BROCCOLI,6.5,7,80.5,11.5
BUGUIAS,IRRIGATED,2022,JUL,BROCCOLI,7,7,80.5,11.5
BUGUIAS,IRRIGATED,2022,AUG,BROCCOLI,7,6.5,74.75,11.5
BUGUIAS,IRRIGATED,2022,SEP,BROCCOLI,7,6,69,11.5
BUGUIAS,IRRIGATED,2022,OCT,BROCCOLI,7,6.5,78,12
BUGUIAS,IRRIGATED,2022,NOV,BROCCOLI,7,5,50,10
BUGUIAS,IRRIGATED,2022,DEC,BROCCOLI,7,6,60,10
BUGUIAS,IRRIGATED,2022,JAN,SNAP BEANS,4,3,24,8
BUGUIAS,IRRIGATED,2022,FEB,SNAP BEANS,4,3.5,28,8
BUGUIAS,IRRIGATED,2022,MAR,SNAP BEANS,4,4,32,8
BUGUIAS,IRRIGATED,2022,APR,SNAP BEANS,4,4,32,8
BUGUIAS,IRRIGATED,2022,MAY,SNAP BEANS,5,4,32,8
BUGUIAS,IRRIGATED,2022,JUN,SNAP BEANS,5,4,30,7.5
BUGUIAS,IRRIGATED,2022,JUL,SNAP BEANS,5,4,30,7.5
BUGUIAS,IRRIGATED,2022,AUG,SNAP BEANS,4.36,5,55,11
BUGUIAS,IRRIGATED,2022,SEP,SNAP BEANS,4,5,55,11
BUGUIAS,IRRIGATED,2022,OCT,SNAP BEANS,4,5,55,11
BUGUIAS,IRRIGATED,2022,NOV,SNAP BEANS,4,3.3,19.8,6
BUGUIAS,IRRIGATED,2022,DEC,SNAP BEANS,4,3,18,6
BUGUIAS,IRRIGATED,2022,JAN,GARDEN PEAS,6.5,6,36,6
BUGUIAS,IRRIGATED,2022,FEB,GARDEN PEAS,6.5,6.5,39,6
BUGUIAS,IRRIGATED,2022,MAR,GARDEN PEAS,6.5,6.7,40.2,6
BUGUIAS,IRRIGATED,2022,APR,GARDEN PEAS,6.5,6.5,39,6
BUGUIAS,IRRIGATED,2022,MAY,GARDEN PEAS,5,6.5,39,6
BUGUIAS,IRRIGATED,2022,JUN,GARDEN PEAS,5,6.5,35.75,5.5
BUGUIAS,IRRIGATED,2022,JUL,GARDEN PEAS,5,6.5,35.75,5.5
BUGUIAS,IRRIGATED,2022,AUG,GARDEN PEAS,5.4,5,55,11
BUGUIAS,IRRIGATED,2022,SEP,GARDEN PEAS,6.5,5,55,11
BUGUIAS,IRRIGATED,2022,OCT,GARDEN PEAS,6.5,5,55,11
BUGUIAS,IRRIGATED,2022,NOV,GARDEN PEAS,6.5,4.4,17.6,4
BUGUIAS,IRRIGATED,2022,DEC,GARDEN PEAS,6.5,5.25,21,4
BUGUIAS,IRRIGATED,2022,JAN,SWEET PEPPER,6.75,6,48,8
BUGUIAS,IRRIGATED,2022,FEB,SWEET PEPPER,6.75,6.7,53.6,8
BUGUIAS,IRRIGATED,2022,MAR,SWEET PEPPER,6.75,6.75,54,8
BUGUIAS,IRRIGATED,2022,APR,SWEET PEPPER,6.75,6.75,54,8
BUGUIAS,IRRIGATED,2022,MAY,SWEET PEPPER,5,6.75,54,8
BUGUIAS,IRRIGATED,2022,JUN,SWEET PEPPER,5,6.75,50.6,7.5
BUGUIAS,IRRIGATED,2022,JUL,SWEET PEPPER,5,6.75,50.6,7.5
BUGUIAS,IRRIGATED,2022,AUG,SWEET PEPPER,6.7,5,55,11
BUGUIAS,IRRIGATED,2022,SEP,SWEET PEPPER,6.75,5,55,11
BUGUIAS,IRRIGATED,2022,OCT,SWEET PEPPER,6.75,5,55,11
BUGUIAS,IRRIGATED,2022,NOV,SWEET PEPPER,6.75,5.7,37.05,6.5
BUGUIAS,IRRIGATED,2022,DEC,SWEET PEPPER,6.5,5.5,35.75,6.5
BUGUIAS,IRRIGATED,2022,JAN,WHITE POTATO,295,285,5130,18
BUGUIAS,IRRIGATED,2022,FEB,WHITE POTATO,245,290,5220,18
BUGUIAS,IRRIGATED,2022,MAR,WHITE POTATO,150,290,5220,18
BUGUIAS,IRRIGATED,2022,APR,WHITE POTATO,170,295,5310,18
BUGUIAS,IRRIGATED,2022,MAY,WHITE POTATO,25,245,4410,18
BUGUIAS,IRRIGATED,2022,JUN,WHITE POTATO,25,150,2625,17.5
BUGUIAS,IRRIGATED,2022,JUL,WHITE POTATO,25,170,2975,17.5
BUGUIAS,IRRIGATED,2022,AUG,WHITE POTATO,260,25,420,16.8
BUGUIAS,IRRIGATED,2022,SEP,WHITE POTATO,265,24.5,428.75,17.5
BUGUIAS,IRRIGATED,2022,OCT,WHITE POTATO,290,25,437.5,17.5
BUGUIAS,IRRIGATED,2022,NOV,WHITE POTATO,290,255,4080,16
BUGUIAS,IRRIGATED,2022,DEC,WHITE POTATO,290,259,4144,16
BUGUIAS,IRRIGATED,2022,JAN,CARROTS,215,215,3440,16
BUGUIAS,IRRIGATED,2022,FEB,CARROTS,215,215,3440,16
BUGUIAS,IRRIGATED,2022,MAR,CARROTS,155,217,3472,16
BUGUIAS,IRRIGATED,2022,APR,CARROTS,75,220,3520,16
BUGUIAS,IRRIGATED,2022,MAY,CARROTS,40,215,3440,16
BUGUIAS,IRRIGATED,2022,JUN,CARROTS,40,215,3332.5,15.5
BUGUIAS,IRRIGATED,2022,JUL,CARROTS,40,155,2402.5,15.5
BUGUIAS,IRRIGATED,2022,AUG,CARROTS,130,74,1147,15.5
BUGUIAS,IRRIGATED,2022,SEP,CARROTS,215,39.5,612.25,15.5
BUGUIAS,IRRIGATED,2022,OCT,CARROTS,215,40,620,15.5
BUGUIAS,IRRIGATED,2022,NOV,CARROTS,215,35,490,14
BUGUIAS,IRRIGATED,2022,DEC,CARROTS,215,124,1736,14
BUGUIAS,RAINFED,2022,JAN,CABBAGE,5,5,95,19
BUGUIAS,RAINFED,2022,FEB,CABBAGE,5,5,55,11
BUGUIAS,RAINFED,2022,MAR,CABBAGE,10.42,5,55,11
BUGUIAS,RAINFED,2022,APR,CABBAGE,52,5,55,11
BUGUIAS,RAINFED,2022,MAY,CABBAGE,150,5,55,11
BUGUIAS,RAINFED,2022,JUN,CABBAGE,150,10.4,223.6,21.5
BUGUIAS,RAINFED,2022,JUL,CABBAGE,150,52,1118,21.5
BUGUIAS,RAINFED,2022,AUG,CABBAGE,125,149,3203.5,21.5
BUGUIAS,RAINFED,2022,SEP,CABBAGE,125,149.5,3214.25,21.5
BUGUIAS,RAINFED,2022,OCT,CABBAGE,5,149,3129,21
BUGUIAS,RAINFED,2022,NOV,CABBAGE,5,120,2160,18
BUGUIAS,RAINFED,2022,DEC,CABBAGE,5,120,2160,18
BUGUIAS,RAINFED,2022,JAN,CHINESE CABBAGE,5,5,55,11
BUGUIAS,RAINFED,2022,FEB,CHINESE CABBAGE,5,5,55,11
BUGUIAS,RAINFED,2022,MAR,CHINESE CABBAGE,5,5,55,11
BUGUIAS,RAINFED,2022,APR,CHINESE CABBAGE,23.3,5,55,11
BUGUIAS,RAINFED,2022,MAY,CHINESE CABBAGE,35,5,55,11
BUGUIAS,RAINFED,2022,JUN,CHINESE CABBAGE,40,23.3,454.35,19.5
BUGUIAS,RAINFED,2022,JUL,CHINESE CABBAGE,40,35,682.5,19.5
BUGUIAS,RAINFED,2022,AUG,CHINESE CABBAGE,40,38.5,750.75,19.5
BUGUIAS,RAINFED,2022,SEP,CHINESE CABBAGE,30,39,760.5,19.5
BUGUIAS,RAINFED,2022,OCT,CHINESE CABBAGE,25,39,760.5,19.5
BUGUIAS,RAINFED,2022,NOV,CHINESE CABBAGE,5,25,425,17
BUGUIAS,RAINFED,2022,DEC,CHINESE CABBAGE,5,25,425,17
BUGUIAS,RAINFED,2022,JAN,LETTUCE,5,5,55,11
BUGUIAS,RAINFED,2022,FEB,LETTUCE,5,5,55,11
BUGUIAS,RAINFED,2022,MAR,LETTUCE,5,5,55,11
BUGUIAS,RAINFED,2022,APR,LETTUCE,5,5,55,11
BUGUIAS,RAINFED,2022,MAY,LETTUCE,7,5,55,11
BUGUIAS,RAINFED,2022,JUN,LETTUCE,7,5,55,11
BUGUIAS,RAINFED,2022,JUL,LETTUCE,7,7,66.5,9.5
BUGUIAS,RAINFED,2022,AUG,LETTUCE,7,6.5,61.75,9.5
BUGUIAS,RAINFED,2022,SEP,LETTUCE,7,6.75,64.12,9.5
BUGUIAS,RAINFED,2022,OCT,LETTUCE,7,6.5,61.75,9.5
BUGUIAS,RAINFED,2022,NOV,LETTUCE,5,5,35,7
BUGUIAS,RAINFED,2022,DEC,LETTUCE,5,5,35,7
BUGUIAS,RAINFED,2022,JAN,CAULIFLOWER,5,5,55,11
BUGUIAS,RAINFED,2022,FEB,CAULIFLOWER,5,5,55,11
BUGUIAS,RAINFED,2022,MAR,CAULIFLOWER,5,5,55,11
BUGUIAS,RAINFED,2022,APR,CAULIFLOWER,5,5,55,11
BUGUIAS,RAINFED,2022,MAY,CAULIFLOWER,0.49,5,55,11
BUGUIAS,RAINFED,2022,JUN,CAULIFLOWER,1,5,55,11
BUGUIAS,RAINFED,2022,JUL,CAULIFLOWER,1,5,55,11
BUGUIAS,RAINFED,2022,AUG,CAULIFLOWER,1,0.49,4.9,10
BUGUIAS,RAINFED,2022,SEP,CAULIFLOWER,1,1,10,10
BUGUIAS,RAINFED,2022,OCT,CAULIFLOWER,5,1,10,10
BUGUIAS,RAINFED,2022,NOV,CAULIFLOWER,5,0.25,1.75,7
BUGUIAS,RAINFED,2022,DEC,CAULIFLOWER,5,0.3,2.1,7
BUGUIAS,RAINFED,2022,JAN,BROCCOLI,5,5,55,11
BUGUIAS,RAINFED,2022,FEB,BROCCOLI,5,5,55,11
BUGUIAS,RAINFED,2022,MAR,BROCCOLI,5,5,55,11
BUGUIAS,RAINFED,2022,APR,BROCCOLI,7.05,5,55,11
BUGUIAS,RAINFED,2022,MAY,BROCCOLI,8,5,55,11
BUGUIAS,RAINFED,2022,JUN,BROCCOLI,8,5,55,11
BUGUIAS,RAINFED,2022,JUL,BROCCOLI,8,7.05,81.07,11.5
BUGUIAS,RAINFED,2022,AUG,BROCCOLI,8,7.5,86.25,11.5
BUGUIAS,RAINFED,2022,SEP,BROCCOLI,8,7.75,89.12,11.5
BUGUIAS,RAINFED,2022,OCT,BROCCOLI,5,7.5,90,12
BUGUIAS,RAINFED,2022,NOV,BROCCOLI,5,5,40,8
BUGUIAS,RAINFED,2022,DEC,BROCCOLI,5,6,48,8
BUGUIAS,RAINFED,2022,JAN,SNAP BEANS,5,5,55,11
BUGUIAS,RAINFED,2022,FEB,SNAP BEANS,5,5,55,11
BUGUIAS,RAINFED,2022,MAR,SNAP BEANS,5,5,55,11
BUGUIAS,RAINFED,2022,APR,SNAP BEANS,2.14,5,55,11
BUGUIAS,RAINFED,2022,MAY,SNAP BEANS,2,5,55,11
BUGUIAS,RAINFED,2022,JUN,SNAP BEANS,2,5,55,11
BUGUIAS,RAINFED,2022,JUL,SNAP BEANS,2,2.14,16.05,7.5
BUGUIAS,RAINFED,2022,AUG,SNAP BEANS,2,2,15,7.5
BUGUIAS,RAINFED,2022,SEP,SNAP BEANS,2,2,15,7.5
BUGUIAS,RAINFED,2022,OCT,SNAP BEANS,5,1.75,13.12,7.5
BUGUIAS,RAINFED,2022,NOV,SNAP BEANS,5,1.25,6.88,5.5
